iter	MAPE
0	0.003239765792
1	0.003201519344
2	0.003163437272
3	0.003127705576
4	0.00309244157
5	0.003061341494
6	0.003031343599
7	0.003001168924
8	0.002973722035
9	0.002949185109
10	0.002924375931
11	0.002900960628
12	0.002879416894
13	0.002860709251
14	0.002841757105
15	0.002823259019
16	0.002805605317
17	0.002789381211
18	0.00277368403
19	0.00275998656
20	0.002745770959
21	0.002731638256
22	0.002718398382
23	0.002707008701
24	0.002694931124
25	0.002684769028
26	0.00267513069
27	0.002665435361
28	0.002654971902
29	0.002646457619
30	0.002636988335
31	0.002628258471
32	0.002620931668
33	0.002612812659
34	0.00260460384
35	0.002596882542
36	0.002589807081
37	0.002583408439
38	0.002576871928
39	0.00257044496
40	0.002564360129
41	0.002559716075
42	0.00255411749
43	0.002548722471
44	0.002543507516
45	0.002538731724
46	0.002533976611
47	0.0025296471
48	0.002525383529
49	0.002522347231
50	0.002519274152
51	0.002515387207
52	0.002511786281
53	0.002509124734
54	0.002506127492
55	0.002502770009
56	0.002500665872
57	0.002498117335
58	0.002495456018
59	0.002492525892
60	0.002489899184
61	0.002487401759
62	0.002484918518
63	0.002482489983
64	0.002480182527
65	0.002478163116
66	0.002475995916
67	0.002473777517
68	0.00247217192
69	0.002470443593
70	0.002468646743
71	0.002467216353
72	0.002465896827
73	0.002464249723
74	0.002462668639
75	0.002461156743
76	0.002459736548
77	0.002458692247
78	0.002457654534
79	0.002456080559
80	0.002454947464
81	0.002453687405
82	0.002452552338
83	0.002451715496
84	0.002450717414
85	0.002449655532
86	0.00244888505
87	0.002448022198
88	0.00244702824
89	0.002446285909
90	0.002445375413
91	0.002444290449
92	0.002443645681
93	0.002443064701
94	0.002442468619
95	0.002441855764
96	0.002441196208
97	0.002440480294
98	0.002439816754
99	0.002438937384
100	0.002438512709
101	0.002437540297
102	0.002436946665
103	0.002436402994
104	0.002436005593
105	0.00243547514
106	0.002434768419
107	0.002434305405
108	0.002433937366
109	0.002433444521
110	0.002432693687
111	0.002432343223
112	0.002431970971
113	0.002431588124
114	0.002431025282
115	0.002430748401
116	0.002430381751
117	0.002430018459
118	0.002429751424
119	0.002429409192
120	0.002428936315
121	0.002428553602
122	0.002428280816
123	0.002427940111
124	0.002427693381
125	0.002427430581
126	0.002427083798
127	0.002426743912
128	0.002426513568
129	0.002426318221
130	0.002426152345
131	0.002425955076
132	0.002425745897
133	0.002425523209
134	0.002425333594
135	0.002425151542
136	0.002424923683
137	0.002424721756
138	0.002424468564
139	0.002424159151
140	0.002424063833
141	0.00242388811
142	0.002423786106
143	0.002423640802
144	0.002423555233
145	0.002423413231
146	0.002423331757
147	0.002423245483
148	0.002423176256
149	0.002423046397
150	0.00242297502
151	0.002422904733
152	0.002422792872
153	0.002422728328
154	0.002422609319
155	0.002422478172
156	0.002422420108
157	0.002422317394
158	0.002422262405
159	0.002422112979
160	0.002422065203
161	0.002421850143
162	0.002421778735
163	0.002421642701
164	0.002421404363
165	0.002421347518
166	0.002421092911
167	0.002421054149
168	0.002420865487
169	0.002420809481
170	0.002420720812
171	0.002420688697
172	0.002420660286
173	0.00242062016
174	0.002420591246
175	0.002420585991
176	0.002420580958
177	0.002420543021
178	0.002420513534
179	0.00242042013
180	0.002420395275
181	0.002420363785
182	0.002420329725
183	0.002420289778
184	0.00242024979
185	0.002420230663
186	0.002420011705
187	0.002419984668
188	0.002419929414
189	0.002419913019
190	0.002419776054
191	0.002419760027
192	0.002419619983
193	0.002419605525
194	0.002419514301
195	0.002419412293
196	0.002419395481
197	0.002419376621
198	0.002419352247
199	0.00241934162
200	0.002419325359
201	0.002419315003
202	0.002419273168
203	0.002419258197
204	0.002419246406
205	0.002419234303
206	0.002419222504
207	0.002419212896
208	0.00241920438
209	0.002419193731
210	0.002418961225
211	0.002418948876
212	0.002418936332
213	0.002418930058
214	0.002418921042
215	0.002418914619
216	0.002418904751
217	0.002418895873
218	0.002418886351
219	0.002418879071
220	0.002418874012
221	0.002418780478
222	0.002418771051
223	0.002418702742
224	0.002418684506
225	0.002418680628
226	0.002418675212
227	0.00241867134
228	0.002418667954
229	0.002418663857
230	0.002418556559
231	0.002418555861
232	0.002418552478
233	0.002418544963
234	0.002418540804
235	0.002418537863
236	0.002418530065
237	0.002418524258
238	0.002418521311
239	0.002418519027
240	0.002418239272
241	0.002418190964
242	0.002418188529
243	0.002418184595
244	0.002418181482
245	0.002418179617
246	0.002418176729
247	0.002418175023
248	0.002418168196
249	0.002418163067
250	0.002418161476
251	0.002418156381
252	0.002418154058
253	0.002418152174
254	0.002418023942
255	0.002418020027
256	0.002418018908
257	0.00241801696
258	0.002418015236
259	0.002418013723
260	0.00241801091
261	0.002418009654
262	0.002418007343
263	0.002418003434
264	0.002418002029
265	0.002418000112
266	0.002417999245
267	0.002417995313
268	0.002417993503
269	0.002417991323
270	0.002417985929
271	0.002417985215
272	0.002417982446
273	0.002417981066
274	0.002417980229
275	0.002417977253
276	0.00241797632
277	0.002417921878
278	0.002417912308
279	0.002417911434
280	0.002417864716
281	0.002417863164
282	0.002417862711
283	0.002417862302
284	0.002417860199
285	0.00241778691
286	0.002417785618
287	0.002417782295
288	0.002417750443
289	0.002417747671
290	0.002417745757
291	0.002417745285
292	0.00241774432
293	0.002417632276
294	0.002417623032
295	0.002417621905
296	0.002417621117
297	0.002417619803
298	0.00241761677
299	0.002417333119
300	0.002417253367
301	0.002417252134
302	0.002417251442
303	0.00241724963
304	0.002417249197
305	0.002417220661
306	0.002417220235
307	0.002417219227
308	0.002417214936
309	0.002417213887
310	0.00241720888
311	0.002417208595
312	0.002416973435
313	0.002416972181
314	0.002416971824
315	0.002416971671
316	0.002416969344
317	0.002416969095
318	0.002416966571
319	0.002416965728
320	0.00241696539
321	0.002416964233
322	0.002416963246
323	0.00241695482
324	0.002416954499
325	0.002416954142
326	0.002416953906
327	0.002416953685
328	0.002416953441
329	0.002416953338
330	0.002416737472
331	0.002416737264
332	0.002416737069
333	0.002416704901
334	0.002416704432
335	0.002416704103
336	0.002416702749
337	0.00241670125
338	0.002416700361
339	0.002416699461
340	0.002416699131
341	0.002416695964
342	0.002416695917
343	0.002416695357
344	0.002416695256
345	0.002416694382
346	0.002416674997
347	0.002416673256
348	0.002416670599
349	0.002416668771
350	0.002416661573
351	0.002416661007
352	0.002416660934
353	0.002416660759
354	0.002416660257
355	0.002416659472
356	0.002416658891
357	0.002416658289
358	0.002416657586
359	0.00241665758
360	0.002416657257
361	0.002416657235
362	0.002416656593
363	0.00241665593
364	0.002416649745
365	0.00241664969
366	0.002416648768
367	0.002416645437
368	0.002416636595
369	0.002416635978
370	0.002416635524
371	0.00241663533
372	0.002416635216
373	0.002416634531
374	0.002416634357
375	0.00241663376
376	0.002416633213
377	0.00241663312
378	0.00241663294
379	0.00241663274
380	0.002416632345
381	0.0024166242
382	0.002416624091
383	0.002416624006
384	0.002416623891
385	0.002416623211
386	0.00241662308
387	0.002416354754
388	0.002416354654
389	0.002416354446
390	0.002416354134
391	0.002416346558
392	0.002416346402
393	0.00241634626
394	0.002416346258
395	0.002416321383
396	0.002416321175
397	0.002416316443
398	0.002416312598
399	0.00241630018
400	0.002416300035
401	0.002416299866
402	0.00241629974
403	0.002416299535
404	0.002416285454
405	0.002416280767
406	0.002416280639
407	0.002416280566
408	0.00241627913
409	0.002416279022
410	0.002416278948
411	0.002416278435
412	0.00241627208
413	0.002416271959
414	0.002416038468
415	0.002416037082
416	0.002416036871
417	0.002416036783
418	0.002416036723
419	0.002416029894
420	0.00241602989
421	0.002416029764
422	0.002416029513
423	0.002416029512
424	0.002416022853
425	0.002416022844
426	0.002416021512
427	0.002415701592
428	0.002415701516
429	0.002415701227
430	0.002415701137
431	0.002415691583
432	0.002415691516
433	0.002415691454
434	0.002415683351
435	0.00241568308
436	0.002415683023
437	0.002415682962
438	0.00241548191
439	0.002415481814
440	0.002415472568
441	0.002415472563
442	0.002415472559
443	0.002415472553
444	0.002415472546
445	0.002415472544
446	0.00241547247
447	0.00241547241
448	0.002415472221
449	0.002415472211
450	0.002415472209
451	0.002415472199
452	0.002415472117
453	0.00241547204
454	0.002415472037
455	0.002415472035
456	0.002415472033
457	0.002415472008
458	0.002415471991
459	0.00241547199
460	0.002415471987
461	0.002415471987
462	0.002415471985
463	0.002415471983
464	0.002415471978
465	0.002415471976
466	0.002415471901
467	0.002415471898
468	0.002415471896
469	0.002415471896
470	0.002415471828
471	0.002415471763
472	0.002415471762
473	0.002415471753
474	0.00241547147
475	0.00241547144
476	0.002415471344
477	0.002415471343
478	0.002415471341
479	0.00241547134
480	0.002415471308
481	0.002415471301
482	0.0024154713
483	0.002415471299
484	0.002415471298
485	0.002415471297
486	0.002415471293
487	0.002415471271
488	0.002415471266
489	0.002415471266
490	0.002415471265
491	0.002415471262
492	0.002415471178
493	0.002415471176
494	0.002415471175
495	0.002415471175
496	0.002415471157
497	0.002415471156
498	0.002415471156
499	0.002415471156
500	0.002415471155
501	0.002415471155
502	0.002415471154
503	0.002415471151
504	0.00241547115
505	0.00241547115
506	0.002415471148
507	0.002415471148
508	0.002415471148
509	0.002415471147
510	0.002415471147
511	0.002415471147
512	0.002415471121
513	0.002415471121
514	0.00241547112
515	0.00241547112
516	0.00241547112
517	0.00241547112
518	0.00241547112
519	0.002415471117
520	0.002415471117
521	0.002415471117
522	0.002415471117
523	0.002415471117
524	0.002415471116
525	0.002415471116
526	0.002415471116
527	0.002415471116
528	0.002415471113
529	0.002415471106
530	0.002415471106
531	0.002415471105
532	0.002415471105
533	0.002415471105
534	0.002415471105
535	0.0024154711
536	0.002415471097
537	0.002415471097
538	0.002415471097
539	0.002415471096
540	0.002415471096
541	0.002415471096
542	0.002415471096
543	0.002415471095
544	0.002415471095
545	0.002415471095
546	0.002415471095
547	0.002415471095
548	0.002415471095
549	0.002415471094
550	0.002415471094
551	0.002415471093
552	0.002415471093
553	0.002415471093
554	0.002415471036
555	0.002415471036
556	0.002415471036
557	0.002415471011
558	0.002415470955
559	0.002415470955
560	0.002415470954
561	0.002415470954
562	0.002415470954
563	0.002415470954
564	0.002415470954
565	0.002415470954
566	0.002415470954
567	0.002415470954
568	0.002415470954
569	0.002415470949
570	0.002415470947
571	0.002415470733
572	0.002415470733
573	0.002415470733
574	0.002415470733
575	0.002415470732
576	0.002415470732
577	0.002415470731
578	0.002415470731
579	0.002415470731
580	0.002415470731
581	0.002415470731
582	0.002415470731
583	0.002415470652
584	0.00241547065
585	0.00241547065
586	0.00241547065
587	0.002415470649
588	0.002415470649
589	0.002415470649
590	0.002415470648
591	0.002415470646
592	0.002415470646
593	0.002415470645
594	0.00241547064
595	0.002415464736
